,MG1655_yhjX,007,009,010,011,015,016,020,021,022,024,027,028,029,030,031,034,035,036,037,038,043,047,055,056,057,059,060,061,062,065,067,068,069,070,071,072,073,074,075,081,082,083,084,088,092,097,102,109,112,113,115,118,119,121,125,126,129,131,141,145,148,149,150,152,153,155,157,161,162,166,168,169,170,171,173,175,177,181,182,186,187,188,190,191,192,197,198,199,200,201,202,205
MG1655_yhjX,,2,2,2,2,1,2,2,2,1,2,1,3,1,1,1,3,2,1,3,3,2,3,1,1,1,1,2,1,2,1,3,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,3,1,2,1,1,3,2,1,1,1,3,1,1,2,2,2,1,1,1,1,1,3,3,1,3,3,1,1,1,2,1,3,1,1,1,2,1,1,1,1,2
007,2,,4,4,4,3,4,4,4,3,4,3,5,3,3,3,5,4,3,5,5,4,5,3,3,3,3,4,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,5,3,4,3,3,5,4,3,3,3,5,3,3,4,4,4,3,3,3,3,3,5,5,3,5,5,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4
009,2,4,,4,4,3,4,4,4,3,4,3,5,3,3,3,5,4,3,5,5,4,5,3,3,3,3,4,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,5,3,4,3,3,5,4,3,3,3,5,3,3,4,4,4,3,3,3,3,3,5,5,3,5,5,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4
010,2,4,4,,4,3,4,4,4,3,4,3,5,3,3,3,5,4,3,5,5,4,5,3,3,3,3,4,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,5,2,4,3,3,5,4,3,3,3,5,3,3,4,4,4,3,3,3,3,3,5,5,3,5,5,3,3,3,4,3,5,1,3,3,4,3,3,3,3,4
011,2,4,4,4,,3,4,4,4,3,4,3,5,3,3,3,5,4,3,5,5,4,5,3,3,3,3,4,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,5,3,4,3,3,4,4,3,3,3,5,3,3,4,4,4,3,3,3,3,3,5,5,3,5,5,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4
015,1,3,3,3,3,,3,3,3,2,3,2,4,2,2,2,4,3,2,4,4,3,4,2,2,2,2,3,2,3,2,4,2,3,3,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2,3,3,4,2,3,2,2,4,3,2,2,2,4,2,2,3,3,3,2,2,2,2,2,4,4,2,4,4,2,2,2,3,2,4,2,2,2,3,2,2,2,2,3
016,2,4,4,4,4,3,,4,4,3,4,3,5,3,3,3,5,4,3,5,5,4,5,3,3,3,3,4,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,5,3,4,3,3,5,4,3,3,3,5,3,3,4,4,4,3,3,3,3,3,5,5,3,5,5,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4
020,2,4,4,4,4,3,4,,4,3,4,3,5,3,3,3,5,4,3,5,5,4,5,3,3,3,3,4,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,5,3,3,3,3,5,4,3,3,3,5,3,3,4,4,4,3,3,3,3,3,5,5,3,5,5,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4
021,2,4,4,4,4,3,4,4,,3,4,3,5,3,3,3,5,4,3,5,5,4,5,3,3,3,3,4,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,5,3,4,3,1,5,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,5,5,3,5,5,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4
